"Scott","Knoxville","11-DEC-2015","0012811","151-21671","ENREMA, LLC","The Brimstone Company #S104V5","36.378972","-84.5155","1680.1","Fort Payne Formation","Oil And Gas"
"Fentress","Cookeville","08-DEC-2015","0012809","049-21774","Hornet Corporation","Charlotte Stephens Stover #3","36.554722","-85.030472","825.3","Knox Group","Oil And Gas"
"Overton","Cookeville","23-NOV-2015","0012808","133-22731","Champ Oil Company, Inc.","Rosemary Garrett & William G. Scott #103","36.480167","-85.203778","940.4","Knox Group","Oil And Gas"
"Overton","Cookeville","12-NOV-2015","0012807","133-22730","Hornet Corporation","S. D. Copeland #2-A","36.383","-85.359667","1045","Knox Group","Oil And Gas"
"Overton","Cookeville","05-NOV-2015","0012805","133-22728","Black Hawk Exploration LLC","Deloy Reeder #1","36.483417","-85.294972","1051.3","Knox Group","Oil And Gas"
"Overton","Cookeville","05-NOV-2015","0012806","133-22729","Eldridge, Matt","Harrison Eldridge #1","36.393694","-85.426361","941.9","Knox Group","Oil And Gas"
"Overton","Cookeville","28-OCT-2015","0012804","133-22727","ATR Energy, LLC","Roy Allred Unit #1","36.376333","-85.374417","1023.7","Knox Group","Oil And Gas"
"Overton","Cookeville","21-OCT-2015","0012803","133-22726","Able Oil Company, Inc.","Lonnie Richard Smith #2","36.411389","-85.206361","954.7","Knox Group","Oil And Gas"
"Overton","Cookeville","09-OCT-2015","0012802","133-22725","Black Hawk Exploration LLC","John M Ramsey & Caston Ramsey #JMR1","36.480556","-85.300694","1121.6","Knox Group","Oil And Gas"
"Fentress","Cookeville","05-OCT-2015","0012801","049-21773","Hornet Corporation","Charlotte Stephens Stover Unit #2","36.553056","-85.029667","822.9","Knox Group","Oil And Gas"
"Overton","Cookeville","30-SEP-2015","0012800","133-22724","Hornet Corporation","Venita Lightsey Unit #1","36.380472","-85.358639","1021.4","Knox Group","Oil And Gas"
"Overton","Cookeville","30-SEP-2015","0012799","133-22723","Hornet Corporation","Kendel Smith #2","36.448667","-85.193917","922.2","Knox Group","Oil And Gas"
"Morgan","Knoxville","30-SEP-2015","0012798","129-21986","North Central Tennessee Drilling Contractors, Inc","Eugene Olmstead-Olmstead #1","36.28375","-84.657139","1349.7","Fort Payne Formation","Oil"
"Pickett","Cookeville","23-SEP-2015","0012797","137-21217","McDonald Oil Company Inc.","Roger McDonald #19A","36.454528","-85.134889","907.18","Knox Group","Oil"
"Overton","Cookeville","16-SEP-2015","0012796","133-22722","John Henry Oil Corporation","Jimmy & Jack Clark(Clark Checkerboa #1","36.432861","-85.18825","928.4","Knox Group","Oil"
"Fentress","Cookeville","10-SEP-2015","0012795","049-21772","Hornet Corporation","Randalh Green #1A","36.549139","-85.034167","882.3","Knox Group","Oil And Gas"
"Fentress","Cookeville","09-SEP-2015","0012794","049-21771","ENREMA, LLC","Estate of Bruno Gernt #F65J1","36.405917","-84.84725","1555.3","Monteagle Limestone","Oil And Gas"
"Scott","Knoxville","08-SEP-2015","0012793","151-21669","Nucorp Energy, Inc.","David Morrow & O. E. Chambers ETAL #Chambe1","36.463361","-84.387417","1596.6","Monteagle Limestone","Gas"
"Fentress","Cookeville","04-SEP-2015","0012792","049-21770","Planet Energy, LLC","Charles W. Currence - Fentress #1","36.469806","-85.091389","992","Knox Group","Oil And Gas"
"Overton","Cookeville","02-SEP-2015","0012791","133-22721","Hornet Corporation","W. B. Melton #6","36.497583","-85.304333","1052.1","Knox Group","Oil And Gas"
"Overton","Cookeville","31-AUG-2015","0012786","133-22718","Champ Oil Company, Inc.","Rosemary Garrett & William G. Scott #105","36.477694","-85.202472","930.1","Knox Group","Oil And Gas"
"Overton","Cookeville","31-AUG-2015","0012787","133-22719","Champ Oil Company, Inc.","Rosemary Garrett & William G. Scott #104","36.478917","-85.202722","956.7","Knox Group","Oil And Gas"
"Fentress","Cookeville","31-AUG-2015","0012788","049-21768","ENREMA, LLC","Crooks Family, LLC #F-65V29","36.406139","-84.849611","1564.2","Monteagle Limestone","Oil And Gas"
"Fentress","Cookeville","31-AUG-2015","0012789","049-21769","ENREMA, LLC","Bruno Gernt Est., Inc. #F-65V30","36.404222","-84.847333","1528.8","Monteagle Limestone","Oil And Gas"
"Overton","Cookeville","31-AUG-2015","0012790","133-22720","National Energy Development","James Little #1-N","36.449139","-85.286556","960.3","Knox Group","Oil And Gas"
"Overton","Cookeville","28-AUG-2015","0012785","133-22717","Worley Properties, LLC","Larry C. Worley #6","36.468889","-85.22425","985.3","Knox Group","Oil And Gas"
"Overton","Cookeville","25-AUG-2015","0012783","133-22715","J 3 Natural Resources LLC","Wilburn Wright Trust c/o Ed Wright #2JJJ","36.426056","-85.204722","964.2","Knox Group","Oil And Gas"
"Overton","Cookeville","25-AUG-2015","0012784","133-22716","J 3 Natural Resources LLC","Wilbrn Wright Trust c/o Ed Wright #2-J3","36.4255","-85.199167","921.6","Knox Group","Oil And Gas"
"Scott","Knoxville","20-AUG-2015","0012782","151-20143-R1","ENREMA, LLC","The Brimstone Company #S104R1","36.381444","-84.52175","1248","Fort Payne Formation","Oil And Gas"
"Morgan","Knoxville","14-AUG-2015","0012781","129-21985","ACE Energy, LLC","Lincoln Payne #Ace3","36.197611","-84.836361","1535.21","Nashville Group","Oil"
"Scott","Knoxville","13-AUG-2015","0012780","151-21668","ENREMA, LLC","Thomas C. Reese #S136V1","36.294611","-84.603","1484.5","Chattanooga Shale","Oil And Gas"
"Overton","Cookeville","30-JUL-2015","0012778","133-22713","Hornet Corporation","S. D. Copeland #1-A","36.382806","-85.360556","1063.3","Knox Group","Oil And Gas"
"Overton","Cookeville","30-JUL-2015","0012779","133-22714","Hornet Corporation","Kendel Smith #1","36.444056","-85.206806","952.1","Knox Group","Oil And Gas"
"Morgan","Knoxville","22-JUL-2015","0012777","129-21984","ACE Energy, LLC","Lincoln Payne Ace #2","36.1985","-84.8315","1544.2","Knox Group","Oil"
"Overton","Cookeville","15-JUL-2015","0012776","133-22712","Hornet Corporation","W. B. Melton #5","36.499","-85.307611","1031.2","Knox Group","Oil And Gas"
"Pickett","Cookeville","30-JUN-2015","0012774","137-21216","Cope, Patrick","Patrick Cope #1","36.557639","-85.133389","991.6","Knox Group","Oil And Gas"
"Overton","Cookeville","30-JUN-2015","0012775","133-22711","J 3 Natural Resources LLC","Wilburn Wright Trust/Ed Wright #1JJJ","36.425333","-85.205778","942.1","Knox Group","Oil And Gas"
"Scott","Knoxville","24-JUN-2015","0012773","151-21667","ENREMA, LLC","The Brimstone Company #S104V1","36.381472","-84.510722","1661","Chattanooga Shale","Oil And Gas"
"Scott","Knoxville","24-JUN-2015","0012772","151-21666","ENREMA, LLC","The Brimstone Company #S104V2","36.378861","-84.509722","1695.7","Fort Payne Formation","Oil And Gas"
"Pickett","Cookeville","23-JUN-2015","0012770","137-20132-R1","Elder, Nicholas (Nick)","Elder #7","36.595306","-85.228972","896","Knox Group","Oil"
"Overton","Cookeville","23-JUN-2015","0012771","133-22710","Black Hawk Exploration LLC","Paul Martin Garrett #1","36.464167","-85.317694","1378.1","Knox Group","Oil And Gas"
"Scott","Knoxville","19-JUN-2015","0012767","151-21665","ENREMA, LLC","The Brimstone Company #S104V3","36.38075","-84.513","1672","Fort Payne Formation","Oil And Gas"
"Overton","Cookeville","19-JUN-2015","0012768","133-22708","John Henry Oil Corporation","Roger McDonald/McDonald-Williams #8","36.437583","-85.185083","1063.93","Knox Group","Oil"
"Overton","Cookeville","19-JUN-2015","0012769","133-22709","John Henry Oil Corporation","Roger McDonald/McDonald-Williams #7","36.437778","-85.187278","1052.72","Knox Group","Oil"
"Overton","Cookeville","18-JUN-2015","0012766","133-22707","Arnco Oil Company, Inc.","Pfundheller etal Unit #1","36.376722","-85.283889","1085","Knox Group","Oil"
"Overton","Cookeville","11-JUN-2015","0012765","133-22706","Double D Producers, Inc.","Billy Almonrode #7","36.372944","-85.285361","1302","Knox Group","Oil"
"Fentress","Cookeville","05-JUN-2015","0012764","049-21767","ENREMA, LLC","Crooks Family, LLC #F65V-27","36.4205","-84.848167","1566.8","Chattanooga Shale","Oil And Gas"
"Overton","Cookeville","02-JUN-2015","0012763","133-22705","A. W. Oil, LLC","Alf Windle #1","36.476583","-85.194056","1019.6","Knox Group","Oil And Gas"
"Pickett","Cookeville","29-MAY-2015","0012762","137-21215","J 3 Natural Resources LLC","Roy Melton #2","36.439861","-85.131472","918","Knox Group","Oil"
"Fentress","Cookeville","27-MAY-2015","0012761","049-21766","ENREMA, LLC","Crooks Family, LLC #F65V28","36.414361","-84.841889","1558.32","Chattanooga Shale","Oil And Gas"
"Overton","Cookeville","15-MAY-2015","0012760","133-22704","Consolidated Oil and Gas Corporation","Diane L Adams & James O Brown #1","36.390694","-85.196806","921.3","Knox Group","Oil And Gas"
"Overton","Cookeville","13-MAY-2015","0012759","133-22703","Hornet Corporation","S. D. Copeland #3","36.382222","-85.359222","1031","Knox Group","Oil And Gas"
"Overton","Cookeville","08-MAY-2015","0012758","133-22702","Tn-K Energy Group, Inc.","Sherrie Crabtree Miles #1","36.3715","-85.286722","1324.4","Knox Group","Oil And Gas"
"Putnam","Cookeville","04-MAY-2015","0012757","141-20132","Plateau Well Service","George Terry Gant, III #1","36.215694","-85.384194","1016.5","Stones River Group","Oil And Gas"
"Morgan","Knoxville","01-MAY-2015","0012756","129-21983","ACE Energy, LLC","Lincoln Payne Ace #1","36.199722","-84.833306","1544.2","Knox Group","Oil"
"Overton","Cookeville","23-APR-2015","0012755","133-22701","Hornet Corporation","Willie H. Bilbrey #5","36.461917","-85.318361","1387.4","Knox Group","Oil And Gas"
"Fentress","Cookeville","23-APR-2015","0012754","049-21765","Hornet Corporation","Randalh Green Unit #5","36.552","-85.032861","851.9","Knox Group","Oil And Gas"
"Pickett","Cookeville","21-APR-2015","0012753","137-21214","Planet Energy, LLC","Beaty Properties, LLC #1","36.472444","-85.10075","1048","Knox Group","Oil And Gas"
"Overton","Cookeville","13-APR-2015","0012752","133-22700","Hornet Corporation","W. B. Melton #4","36.496528","-85.304694","1055.7","Knox Group","Oil And Gas"
"Fentress","Cookeville","13-APR-2015","0012751","049-21764","Hornet Corporation","Randalh Green #4","36.551972","-85.031528","841.8","Knox Group","Oil And Gas"
"Fentress","Cookeville","13-APR-2015","0012750","049-21763","Hornet Corporation","Charlotte Stephens Stover Unit #1","36.553583","-85.030889","800.2","Knox Group","Oil And Gas"
"Overton","Cookeville","09-APR-2015","0012749","133-22699","Brown, Linda","Linda  Brown #1","36.368583","-85.275417","1339.8","Knox Group","Oil And Gas"
"Overton","Cookeville","24-MAR-2015","0012748","133-22698","Hornet Corporation","S. D. Copeland #2","36.381972","-85.357417","1021.7","Knox Group","Oil And Gas"
"Pickett","Cookeville","20-MAR-2015","0012747","137-21213","East Fork Oil Corporation","Richard West #1","36.554694","-85.038389","917","Knox Group","Oil"
"Pickett","Cookeville","20-MAR-2015","0012746","137-21212","East Fork Oil Corporation","Wendell Beaty #1","36.558722","-85.038083","1016","Knox Group","Oil"
"Fentress","Cookeville","19-MAR-2015","0012745","049-20399-R1","Duncan Drilling Co.","Jerry Franklin #1","36.553722","-85.020583","938","Knox Group","Oil"
"Overton","Cookeville","18-MAR-2015","0012743","133-22696","Phoenix Energy Productions, Inc.","Lola McDonald #1","36.451389","-85.151278","861","Knox Group","Oil"
"Overton","Cookeville","18-MAR-2015","0012744","133-22697","Phoenix Energy Productions, Inc.","Lola McDonald #2","36.453972","-85.154083","900","Knox Group","Oil"
"Overton","Cookeville","25-FEB-2015","0012741","133-22694","Champ Oil Company, Inc.","Floyd Earl ""Pete"" Story #101","36.476444","-85.205444","979.3","Knox Group","Oil And Gas"
"Overton","Cookeville","25-FEB-2015","0012742","133-22695","Champ Oil Company, Inc.","Floyd Earl ""Pete"" Story #102","36.476444","-85.203472","958.2","Knox Group","Oil And Gas"
"Overton","Cookeville","06-FEB-2015","0012740","133-22693","Tn-K Energy Group, Inc.","William Warren #2","36.3705","-85.323056","1356.5","Knox Group","Oil And Gas"
"Overton","Cookeville","30-JAN-2015","0012739","133-22692","John Henry Oil Corporation","Roger McDonald - McDonald-Williams #6","36.434194","-85.189333","929.7","Knox Group","Oil"
"Pickett","Cookeville","27-JAN-2015","0012738","137-21211","Hornet Corporation","Amonett FmlyTrust c/oNorman Amonett #3","36.556111","-85.1365","1008.8","Knox Group","Oil And Gas"
"Overton","Cookeville","23-JAN-2015","0012737","133-22691","Hornet Corporation","W. B. Melton #3","36.496306","-85.306083","1073.2","Knox Group","Oil And Gas"
"Overton","Cookeville","22-JAN-2015","0012736","133-22690","Double D Producers, Inc.","Linda Brown #1","36.372778","-85.281056","1296","Knox Group","Oil"
"Overton","Cookeville","21-JAN-2015","0012735","133-22689","John Henry Oil Corporation","Roger McDonald (McDonald-Davis) #5","36.438278","-85.189139","1054.12","Knox Group","Oil"
"Pickett","Cookeville","20-JAN-2015","0012734","137-21210","Hornet Corporation","Coleman Crouch et al #1","36.556611","-85.034611","949","Knox Group","Oil And Gas"
"Pickett","Cookeville","20-JAN-2015","0012733","137-21209","Hornet Corporation","Coleman Crouch et al #2","36.556722","-85.035972","974.8","Knox Group","Oil And Gas"
"Overton","Cookeville","20-JAN-2015","0012732","133-22688","Hornet Corporation","S. D. Copeland #1","36.381611","-85.3565","1025.7","Knox Group","Oil And Gas"
"Overton","Cookeville","09-JAN-2015","0012731","133-22687","Chastain Farms, LLC","Bobbie Norris et al #CF1","36.381639","-85.194611","977.1","Knox Group","Oil And Gas"
"Morgan","Knoxville","07-JAN-2015","0012730","129-20647-R1","Eagle Family Farms, Inc.","Eagle Family Farms #1","36.192306","-84.779611","1500","Fort Payne Formation","Oil And Gas"
"Overton","Cookeville","05-JAN-2015","0012729","133-22686","Arnco Oil Company, Inc.","Doris Mullins #ATREN2","36.468667","-85.29975","1213.7","Knox Group","Oil"
"Pickett","Cookeville","29-DEC-2014","0012728","137-21208","East Fork Oil Corporation","Coleman Crouch et al #3","36.556861","-85.037611","958","Knox Group","Oil"
"Fentress","Cookeville","23-DEC-2014","0012726","049-21761","Jamestown Valley, LLC","Jamestown Valley, LLC #2","36.427833","-84.985194","1041.3","Knox Group","Oil And Gas"
"Fentress","Cookeville","23-DEC-2014","0012727","049-21762","Tn-K Energy Group, Inc.","Johnie D. Ringley #1","36.388194","-85.089056","972.4","Knox Group","Oil And Gas"
"Fentress","Cookeville","16-DEC-2014","0012725","049-21760","Hornet Corporation","Glenn Smith #2","36.550722","-85.029583","863.7","Knox Group","Oil And Gas"
"Overton","Cookeville","16-DEC-2014","0012724","133-22685","McDonald Oil Company Inc.","Roger McDonald #18A","36.420861","-85.18475","940.59","Knox Group","Oil"
"Putnam","Cookeville","12-DEC-2014","0012723","141-20131","Plateau Well Service","Gene A. Bilbrey #1","36.213778","-85.384944","1014.8","Stones River Group","Oil And Gas"
"Overton","Cookeville","11-DEC-2014","0012722","133-22684","Arnco Oil Company, Inc.","BACCO, LLC #ATREN1","36.372472","-85.283361","1316","Knox Group","Oil"
"Overton","Cookeville","05-DEC-2014","0012721","133-22683","Hornet Corporation","Tommie Jean Hensley Unit #4","36.461639","-85.312111","1364.4","Knox Group","Oil And Gas"
"Overton","Cookeville","03-DEC-2014","0012720","133-22682","John Henry Oil Corporation","Roger McDonald (McDonald-Williams) #4","36.435917","-85.188167","955.12","Knox Group","Oil"
"Overton","Cookeville","01-DEC-2014","0012719","133-22681","Able Oil Company, Inc.","Lonnie Richard Smith #1","36.410167","-85.205056","977.4","Knox Group","Oil And Gas"
"Fentress","Cookeville","25-NOV-2014","0012718","049-21759","Hornet Corporation","Glenn Smith #1","36.551833","-85.029417","860.1","Knox Group","Oil And Gas"
"Overton","Cookeville","20-NOV-2014","0012717","133-22680","Tn-K Energy Group, Inc.","Billy Walker #1","36.353278","-85.286222","1350.1","Knox Group","Oil And Gas"
"Pickett","Cookeville","19-NOV-2014","0012716","137-21207","Hornet Corporation","Amonett FamilyTrustc/oNorman Amonet #2","36.556611","-85.137944","1019","Knox Group","Oil And Gas"
"Pickett","Cookeville","10-NOV-2014","0012715","137-21206","East Fork Oil Corporation","Coleman Crouch et al #2","36.555917","-85.036861","912","Knox Group","Oil"
"Fentress","Cookeville","10-NOV-2014","0012714","049-21507-R1","Caprock Drilling & Operating Co., Inc.","SH West #4","36.550444","-85.042722","926","Knox Group","Oil"
"Overton","Cookeville","30-OCT-2014","0012713","133-22679","Worley Properties, LLC","David Easterly #1","36.477306","-85.336333","1102.3","Knox Group","Oil And Gas"
"Overton","Cookeville","16-OCT-2014","0012712","133-22678","Hornet Corporation","James Storm #2","36.4405","-85.173417","841.1","Knox Group","Oil And Gas"
"Overton","Cookeville","15-OCT-2014","0012711","133-22677","National Energy Development","Ralph Smith-Richard&Robert Winton U #7 NED","36.412194","-85.1855","878.6","Knox Group","Oil And Gas"
"Loudon","Knoxville","08-OCT-2014","0012710","105-20000","Planet Energy, LLC","Jim Christian,The2002CongletonFm LP #1","35.808306","-84.189944","1037","Knox Group","Oil"
"Fentress","Cookeville","06-OCT-2014","0012709","049-21391-R1","Unrefined Oil Company, LLC","Perry Delk Unit #2","36.410694","-84.914972","1648.7","Monteagle Limestone","Oil And Gas"
"Overton","Cookeville","06-OCT-2014","0012708","133-22676","Tn-K Energy Group, Inc.","William Warren #1","36.372222","-85.322444","1263.7","Knox Group","Oil And Gas"
"Pickett","Cookeville","06-OCT-2014","0012707","137-21205","Hornet Corporation","Amonett FamilyTrustc/oNorman Amonet #1","36.554389","-85.137611","1025.3","Knox Group","Oil And Gas"
"Overton","Cookeville","30-SEP-2014","0012706","133-22675","Duncan Drilling Co.","Billy H. Mahaney et al #1","36.387667","-85.374944","1021.3","Knox Group","Oil And Gas"
"Overton","Cookeville","24-SEP-2014","0012702","133-22671","American Oil and Gas Company, Inc.","Leonard Ledbetter #A1A","36.326083","-85.215556","959.3","Knox Group","Oil And Gas"
"Overton","Cookeville","24-SEP-2014","0012703","133-22672","Hornet Corporation","W. B. Melton #2","36.493417","-85.305611","1070.8","Knox Group","Oil And Gas"
"Overton","Cookeville","24-SEP-2014","0012704","133-22673","J 3 Natural Resources LLC","Betty G. Sells Trust #3-K","36.508306","-85.241","1020","Knox Group","Oil And Gas"
"Overton","Cookeville","24-SEP-2014","0012705","133-22674","J 3 Natural Resources LLC","Betty G. Sells Trust #4-K","36.509306","-85.238278","984.5","Knox Group","Oil And Gas"
"Overton","Cookeville","23-SEP-2014","0012701","133-22670","Tn-K Energy Group, Inc.","Darrell Hoover #1","36.223139","-85.150694","1602.4","Knox Group","Oil And Gas"
"Overton","Cookeville","12-SEP-2014","0012700","133-21378-R1","Lucky Acres Oil, LLC","Gerald Maynard/Lucky Acres #1","36.450639","-85.330111","1318","Knox Group","Oil And Gas"
"Overton","Cookeville","10-SEP-2014","0012699","133-22669","Signature Oil Corporation","Jimmie & Jack Clark #21","36.429389","-85.219833","939.1","Knox Group","Oil"
"Overton","Cookeville","04-SEP-2014","0012698","133-22668","Hornet Corporation","Willie H. Bilbrey #4","36.461917","-85.323194","1361.4","Knox Group","Oil And Gas"
"Overton","Cookeville","28-AUG-2014","0012697","133-22667","Hornet Corporation","Johnny Taylor #1","36.498528","-85.239778","1034.7","Knox Group","Oil And Gas"
"Overton","Cookeville","27-AUG-2014","0012695","133-22665","John Henry Oil Corporation","Roger McDonald (McDonald-Davis) #2","36.437861","-85.19125","1053.7","Knox Group","Oil"
"Overton","Cookeville","27-AUG-2014","0012696","133-22666","John Henry Oil Corporation","Roger McDonald (McDonald-Davis) #3","36.436639","-85.192083","1044.3","Knox Group","Oil"
"Fentress","Cookeville","20-AUG-2014","0012694","049-21758","ENREMA, LLC","Crooks Family, LLC #F65V9","36.406583","-84.850778","1581.78","Monteagle Limestone","Oil And Gas"
"Overton","Cookeville","20-AUG-2014","0012693","133-22664","John Henry Oil Corporation","McDonald - Williams #3","36.436222","-85.188806","949","Knox Group","Oil"
"Fentress","Cookeville","18-AUG-2014","0012692","049-21757","Planet Energy, LLC","Paul & Alisha-Samuel & Susan Horst #1","36.189917","-84.961583","1716","Knox Group","Oil"
"Pickett","Cookeville","15-AUG-2014","0012691","137-20252-R1","Hornet Corporation","Amonett Family Trustc/oNorman Amone #1-R","36.5555","-85.137806","1010","Knox Group","Oil And Gas"
"Pickett","Cookeville","11-AUG-2014","0012690","137-21204","Keblo Energy, LLC","Dolye West - West-Schriber #1K","36.558778","-85.055889","1021.4","Knox Group","Oil And Gas"
"Pickett","Cookeville","08-AUG-2014","0012688","137-21202","BNS Consulting, LLC","E. G. Pemberton #2","36.52775","-85.09825","1228","Knox Group","Oil And Gas"
"Pickett","Cookeville","08-AUG-2014","0012689","137-21203","BNS Consulting, LLC","E. G. Pemberton #1","36.526667","-85.098806","1194","Knox Group","Oil And Gas"
"Jackson","Cookeville","07-AUG-2014","0012687","087-20100","Van Lingen, Peter","Eddie Strong #2","36.373","-85.562889","945","Murfreesboro Limestone","Oil"
"Pickett","Cookeville","07-AUG-2014","0012686","137-21201","BNS Consulting, LLC","Kendrick Melton #1","36.529","-85.250611","938.4","Knox Group","Oil And Gas"
"Overton","Cookeville","25-JUL-2014","0012683","133-22663","Hornet Corporation","Tommie Jean Hensley #3","36.462472","-85.309444","1373.6","Knox Group","Oil And Gas"
"Pickett","Cookeville","25-JUL-2014","0012684","137-21199","Hornet Corporation","Leta Pierce #1","36.566361","-85.146083","1191.6","Knox Group","Oil And Gas"
"Pickett","Cookeville","25-JUL-2014","0012685","137-21200","Planet Energy, LLC","Charles Currence #2","36.470278","-85.096056","978.6","Knox Group","Oil And Gas"
"Overton","Cookeville","25-JUL-2014","0012682","133-22662","Hornet Corporation","Tommie Jean Hensley #2","36.462389","-85.308028","1368.8","Knox Group","Oil And Gas"
"Overton","Cookeville","23-JUL-2014","0012681","133-22661","Hornet Corporation","WB Melton #1","36.494611","-85.305972","1068.6","Knox Group","Oil And Gas"
"Morgan","Knoxville","22-JUL-2014","0012680","129-21982","ENREMA, LLC","Cordell Taylor #M92V3","36.113722","-84.776861","1444.8","Leipers Formation","Oil And Gas"
"Fentress","Cookeville","21-JUL-2014","0012678","049-21756","ENREMA, LLC","Estate of Bruno Gernt #F65V26","36.402917","-84.847528","1564.34","Monteagle Limestone","Oil And Gas"
"Overton","Cookeville","21-JUL-2014","0012679","133-22660","Duncan Drilling Co.","Brickyard Farms #6","36.424056","-85.151222","977.9","Knox Group","Oil And Gas"
"Overton","Cookeville","15-JUL-2014","0012677","133-22659","Black Hawk Exploration LLC","Charles J Vaughn Heirs-Vaughn Ranch #1","36.385056","-85.162306","835.1","Knox Group","Oil And Gas"
"Overton","Cookeville","15-JUL-2014","0012676","133-22658","Black Hawk Exploration LLC","Richard Norrod #Unit 1","36.382639","-85.182333","898.3","Knox Group","Oil And Gas"
